medallion,hack_license,vendor_id,payment_type,fare_amount,surcharge,mta_tax,tip_amount,tolls_amount,total_amount,rate_code,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,credit_card
5968A888A839F69A8CAB4C5AF98DE8C8,5C245CD790226BCF06CA8D4067966F74,CMT,CSH,18.50,0.00,0.50,0.00,0.00,19.00,1,2013-01-16 08:33:34,2013-01-16 08:52:19,1,1125,5.10,-74.007233,40.704056,-73.976456,40.754192,
7449F646469E47646D001F3BDED30E87,66A43F3107116744BB1E15963D2BFB9E,CMT,CSH,3.50,0.00,0.50,0.00,0.00,4.00,1,2013-01-16 14:00:21,2013-01-16 14:02:09,3,107,0.40,-73.993225,40.752872,-74.001068,40.756340,
FD03CA2D81E1DA2748BFC161FABEFEBA,92F30DE3B56F76B447D84850501C5455,CMT,CSH,6.50,1.00,0.50,0.00,0.00,8.00,1,2013-01-16 15:55:09,2013-01-16 16:01:27,1,378,1.10,-73.982025,40.727791,-73.991783,40.714882,
5FDD82932010171E6B8B10D3D20C16A8,C6C53A96A47C204E22485CC64A9B8FDB,CMT,CSH,8.50,0.00,0.50,0.00,0.00,9.00,1,2013-01-14 11:56:02,2013-01-14 12:07:29,1,687,1.10,-73.964577,40.755924,-73.982292,40.764904,
5FDD82932010171E6B8B10D3D20C16A8,C6C53A96A47C204E22485CC64A9B8FDB,CMT,CSH,2.50,0.50,0.50,0.00,0.00,3.50,1,2013-01-14 05:30:36,2013-01-14 05:30:38,1,2,0.00,-73.926704,40.745640,-73.926704,40.745640,
B3AD8F7072C2792619DD11227FFB73B6,73F376BDBCA8E03958C4958FF344CD4F,CMT,CSH,4.00,0.00,0.50,0.00,0.00,4.50,1,2013-01-14 07:15:42,2013-01-14 07:18:28,1,166,0.60,-73.991127,40.748882,-73.985161,40.754589,
5FDD82932010171E6B8B10D3D20C16A8,C6C53A96A47C204E22485CC64A9B8FDB,CMT,CSH,5.50,0.00,0.50,0.00,0.00,6.00,1,2013-01-14 13:12:54,2013-01-14 13:18:12,1,318,0.70,-73.995346,40.744137,-73.992981,40.753139,
69BF4241E4CC7D2B17DDE57C971F0697,FADF094086613D4B491B2BF85FFC8BF9,CMT,CSH,70.00,0.00,0.00,0.00,8.25,78.25,3,2013-01-14 13:48:16,2013-01-14 14:25:26,1,2229,18.20,-73.972710,40.757366,-74.177383,40.695339,
69BF4241E4CC7D2B17DDE57C971F0697,FADF094086613D4B491B2BF85FFC8BF9,CMT,CSH,30.50,0.00,0.50,0.00,0.00,31.00,1,2013-01-14 07:22:38,2013-01-14 07:50:30,1,1671,9.90,-73.973640,40.756008,-73.861809,40.768467,
4E741EE72B3CD143CC5B5A59AD6A073D,DCE770B9495C3EB0C0D21F460182A293,CMT,CSH,11.50,0.00,0.50,0.00,0.00,12.00,1,2013-01-14 09:14:47,2013-01-14 09:29:08,1,860,2.60,-73.985809,40.777950,-73.981697,40.751892,
084775ADB80872A2C6FB3974EFDAD89E,6C984452CB8B19715F361BBEBF3BFB54,CMT,CSH,17.50,0.00,0.50,0.00,0.00,18.00,1,2013-01-14 13:04:02,2013-01-14 13:26:38,1,1355,4.10,-74.009415,40.715492,-73.972885,40.756622,
098A2DF806FA3D9AD49AFA1ADAD0E2FF,1F10ED3475F91307803CA92A525CE92C,CMT,CSH,6.50,0.00,0.50,0.00,0.00,7.00,1,2013-01-14 08:22:27,2013-01-14 08:30:15,3,467,0.90,-73.991508,40.738846,-73.986694,40.733845,
D8C67888B1DA5A1355613F4480187FB5,EB07D5E51BCA67919F9D937007A3BD48,CMT,CSH,6.00,0.00,0.50,0.00,0.00,6.50,1,2013-01-14 12:16:59,2013-01-14 12:22:12,3,312,1.20,-73.957924,40.774532,-73.970207,40.764568,
82778F75BC6E686FD3C8A0E1F0397E37,1BE6C1EBCB8B094F97C868EA27E32EEA,CMT,CSH,22.50,0.00,0.50,0.00,0.00,23.00,4,2013-01-14 11:18:00,2013-01-14 11:34:56,1,1016,7.30,-73.950691,40.783154,-73.996323,40.715706,
82778F75BC6E686FD3C8A0E1F0397E37,1BE6C1EBCB8B094F97C868EA27E32EEA,CMT,CSH,5.00,0.00,0.50,0.00,0.00,5.50,1,2013-01-14 15:06:18,2013-01-14 15:10:40,1,261,0.70,-73.963158,40.772087,-73.954918,40.779106,
AD9A55BC575D9809295FD5916FB8215C,A0D575B00B0402E33F0A9A00CCA772D4,CMT,CSH,5.00,0.00,0.50,0.00,0.00,5.50,1,2013-01-14 15:44:08,2013-01-14 15:48:18,1,250,0.80,-73.991798,40.738182,-74.005104,40.743393,
7E5A55739A6EFA325F650FD7739135BF,0433DB8088DC77240997CF5600253075,CMT,CSH,8.00,0.00,0.50,0.00,0.00,8.50,1,2013-01-14 11:10:43,2013-01-14 11:20:02,1,558,1.40,-73.988838,40.753719,-74.000145,40.757595,
4E741EE72B3CD143CC5B5A59AD6A073D,DCE770B9495C3EB0C0D21F460182A293,CMT,CSH,12.50,0.00,0.50,0.00,0.00,13.00,1,2013-01-14 13:06:17,2013-01-14 13:20:37,2,859,2.90,-73.958282,40.772896,-73.941772,40.754578,
4E741EE72B3CD143CC5B5A59AD6A073D,DCE770B9495C3EB0C0D21F460182A293,CMT,CSH,12.50,0.00,0.50,0.00,0.00,14.0,1,2013-01-14 13:06:17,2013-01-14 13:20:37,2,859,2.90,-73.958282,40.772896,-73.941772,40.754578,
784E0104616B8F2116828DB1FF13452E,9796BB67955FE20BFCD308B1FA61636C,CMT,CSH,4.50,0.00,0.50,0.00,0.00,5.00,1,2013-01-14 13:57:43,2013-01-14 14:01:27,4,224,0.50,-73.997742,40.731892,-74.005020,40.728600,
9A2D1E3BE679DD64802451282AE870FF,01FFC6B4F44B4BB42A04BB492993D7FF,CMT,CSH,7.50,0.00,0.50,0.00,0.00,8.00,1,2013-01-14 14:12:26,2013-01-14 14:21:54,2,568,1.20,-73.982651,40.755405,-73.993210,40.751225,
2EBD87EE737D1AB9037B7E1392934E9C,332E70B1CD79B4E1D4DC9212C1EF44A4,CMT,CSH,6.00,0.00,0.50,0.00,0.00,6.50,1,2013-01-16 08:50:12,2013-01-16 08:56:33,1,380,0.80,-73.964752,40.759758,-73.955208,40.765709,
A77215A1CFDF6D3F6732432B56F493C9,D9737B36A812404A802E9973E801097E,CMT,CSH,15.00,0.50,0.50,0.00,0.00,16.00,1,2013-01-16 05:50:21,2013-01-16 06:03:14,1,773,4.70,-73.949203,40.781624,-73.948914,40.740288,
6893BD66639F1F6BD44F8AF1A2756145,C20D9C58D84686C59650065E23996936,CMT,CSH,6.00,0.00,0.50,0.00,0.00,6.50,1,2013-01-16 14:10:12,2013-01-16 14:17:34,1,441,0.70,-73.989761,40.752697,-74.001312,40.756416,
B6C04BAA6D9BAE1FB7656C78A3DE2943,E485FE658A700E7B0FEDBF950039BED2,CMT,CSH,6.00,0.00,0.50,0.00,0.00,6.50,1,2013-01-16 10:22:43,2013-01-16 10:30:16,2,453,0.50,-73.969986,40.756157,-73.976250,40.759029,
E49369C8A7236D17BEEC5547F4352FEC,F730388A92EBF2071B687B39076544FC,CMT,CSH,10.00,0.00,0.50,0.00,0.00,10.50,1,2013-01-16 15:16:03,2013-01-16 15:28:10,1,726,1.90,-74.006470,40.733067,-74.008881,40.710892,
E49369C8A7236D17BEEC5547F4352FEC,F730388A92EBF2071B687B39076544FC,CMT,CSH,10.00,0.00,0.50,0.00,0.00,11.5,1,2013-01-16 15:16:03,2013-01-16 15:28:10,1,726,1.90,-74.006470,40.733067,-74.008881,40.710892,
CFC5047A760925F89DAF0326C9B2B89B,7930AF3429B99C59346390635AFDFFCF,CMT,CSH,9.00,0.00,0.50,0.00,0.00,9.50,1,2013-01-16 10:28:38,2013-01-16 10:36:59,1,501,2.30,-73.949249,40.762890,-73.918358,40.765148,
4490DE953C389E7323F43950649FEE65,6D46F8D0CA27B1D0AA6CB92D87022912,CMT,CSH,8.50,0.00,0.50,0.00,0.00,9.00,1,2013-01-16 08:10:35,2013-01-16 08:21:47,1,671,1.50,-73.979683,40.761971,-73.988586,40.745838,
64D58FFD6E680C44A48E2481271DB328,2FC56667DFA08918B22BA89A089FAD41,CMT,CSH,5.50,0.00,0.50,0.00,0.00,6.00,1,2013-01-14 10:18:26,2013-01-14 10:22:40,1,254,0.90,-73.972054,40.786488,-73.966400,40.793358,
16BC0E58586012A6347FF369E5CC993B,7645BC99CA7D87128527DAAD1F746A4E,CMT,CSH,19.00,0.00,0.50,0.00,0.00,19.50,1,2013-01-14 14:15:01,2013-01-14 14:39:59,1,1498,4.80,-74.012886,40.707817,-73.967766,40.756039,
084775ADB80872A2C6FB3974EFDAD89E,6C984452CB8B19715F361BBEBF3BFB54,CMT,CSH,3.50,0.00,0.50,0.00,0.00,4.00,1,2013-01-14 10:47:49,2013-01-14 10:50:08,2,138,0.30,-73.956856,40.777725,-73.960793,40.775612,
084775ADB80872A2C6FB3974EFDAD89E,6C984452CB8B19715F361BBEBF3BFB54,CMT,CSH,3.50,0.00,0.50,0.00,0.00,5.0,1,2013-01-14 10:47:49,2013-01-14 10:50:08,2,138,0.30,-73.956856,40.777725,-73.960793,40.775612,
D8C67888B1DA5A1355613F4480187FB5,EB07D5E51BCA67919F9D937007A3BD48,CMT,CSH,6.50,0.00,0.50,0.00,0.00,7.00,1,2013-01-14 11:37:05,2013-01-14 11:43:47,1,401,0.90,-73.976158,40.751488,-73.972435,40.762508,
CBD79352F830071878AA3D0CF064EA64,16DA2E2A5B7CF561C21886460B636A31,CMT,CSH,3.50,0.50,0.50,0.00,0.00,4.50,1,2013-01-14 05:41:54,2013-01-14 05:43:02,1,67,0.40,-73.958435,40.760624,-73.954613,40.765690,
AD9A55BC575D9809295FD5916FB8215C,A0D575B00B0402E33F0A9A00CCA772D4,CMT,CSH,11.50,0.00,0.50,0.00,0.00,12.00,1,2013-01-14 10:26:18,2013-01-14 10:40:49,1,870,2.30,-73.982971,40.726952,-73.997910,40.745335,
0923CB4C0071D475AB0B4519B8B2F4F8,DDA9F40DDF674C605405057BBA3D9817,CMT,CSH,7.50,0.00,0.50,0.00,0.00,8.00,1,2013-01-14 13:58:37,2013-01-14 14:05:08,2,390,1.40,-74.014725,40.709290,-74.014137,40.702671,
A3C221AD52791CB25DEDAC22CCA72E61,113CDF6141E43E6FD8C4C05C04E8B450,CMT,CSH,11.50,0.00,0.50,0.00,0.00,12.00,1,2013-01-14 06:50:26,2013-01-14 07:01:03,3,637,3.30,-73.977104,40.753399,-74.010071,40.720295,
F7A12226408C2CD64DFD26140A7880CF,20515A7F99FD396495E2453F6B2AB758,CMT,CSH,21.00,0.00,0.50,0.00,4.80,26.30,1,2013-01-14 10:50:19,2013-01-14 11:04:16,2,836,6.90,-73.873001,40.774323,-73.945107,40.815929,
6E0952526E35625B34C8C357F64986F9,F53974C91766E2594A97A3448A565262,CMT,CSH,4.00,0.00,0.50,0.00,0.00,4.50,1,2013-01-14 14:55:11,2013-01-14 14:57:44,1,152,0.50,-73.955719,40.779629,-73.960487,40.773899,
AD9A55BC575D9809295FD5916FB8215C,A0D575B00B0402E33F0A9A00CCA772D4,CMT,CSH,12.00,0.00,0.50,0.00,0.00,12.50,1,2013-01-14 09:20:37,2013-01-14 09:33:35,1,778,2.90,-73.980057,40.743122,-73.951378,40.775280,
82778F75BC6E686FD3C8A0E1F0397E37,1BE6C1EBCB8B094F97C868EA27E32EEA,CMT,CSH,10.50,0.00,0.50,0.00,0.00,11.00,1,2013-01-14 13:31:22,2013-01-14 13:41:59,1,637,2.50,-73.966194,40.789528,-73.991043,40.767628,
F75981A3B3A95837447E3F516B5F1BA0,077F311D8642F208DD65C38103B50C9B,CMT,CSH,4.50,1.00,0.50,0.00,0.00,6.00,1,2013-01-14 16:56:57,2013-01-14 16:59:56,1,178,0.70,-73.988922,40.753239,-73.996437,40.742905,
D8C67888B1DA5A1355613F4480187FB5,EB07D5E51BCA67919F9D937007A3BD48,CMT,CSH,15.00,0.00,0.50,0.00,0.00,15.50,1,2013-01-14 14:50:20,2013-01-14 15:09:33,2,1153,3.20,-73.999481,40.723610,-73.971992,40.760143,
82778F75BC6E686FD3C8A0E1F0397E37,1BE6C1EBCB8B094F97C868EA27E32EEA,CMT,CSH,9.00,0.00,0.50,0.00,0.00,9.50,1,2013-01-14 11:45:33,2013-01-14 11:56:18,1,645,2.00,-73.990959,40.730328,-73.989388,40.753181,
AA61AF12089DFE53ED13E67F0A42120A,7EA4B997A9086A19887F3F4C7E91B786,CMT,CSH,6.50,0.00,0.50,0.00,0.00,7.00,1,2013-01-14 13:28:37.000,2013-01-14 13:36:29.000,3,471,1.00,-73.978256,40.752289,-73.991348,40.750153,
5C737A2D1472DA0EA66613BF265F7746,1E6A7C305A7E66F7D100156D3BAC1778,CMT,CSH,2.50,0.00,0.50,0.00,0.00,3.00,1,2013-01-16 14:56:15,2013-01-16 14:56:57,1,42,0.90,-73.998169,40.682400,-73.997589,40.683605,
41B20E70464B931E633A3A7A3E39F0D4,337E612661B8C60C847428B5E105E8BE,CMT,CSH,7.50,0.00,0.50,0.00,0.00,8.00,1,2013-01-16 07:51:29,2013-01-16 08:00:33,2,543,1.20,-73.968742,40.759899,-73.963493,40.774513,
BF0079F9117DFBDC6E5C7100B42E7E46,72FFC17A3F76196890993F59B5E26A77,CMT,CSH,3.50,0.00,0.50,0.00,0.00,4.00,1,2013-01-16 13:54:31,2013-01-16 13:55:52,1,80,0.50,-73.977608,40.774082,-73.977470,40.779461,
E49369C8A7236D17BEEC5547F4352FEC,F730388A92EBF2071B687B39076544FC,CMT,CSH,16.50,0.00,0.50,0.00,0.00,17.00,1,2013-01-16 11:26:31,2013-01-16 11:40:20,1,828,4.60,-73.969917,40.799461,-73.994102,40.752281,
4DE1723B92D22434420E332715D65CEA,4EB07A22FB41D988C0A9E5B7445C434D,CMT,CSH,7.50,0.00,0.50,0.00,0.00,8.00,1,2013-01-16 12:04:43.000,2013-01-16 12:13:50.000,1,547,1.00,-74.002670,40.739330,-73.988380,40.741077,
484005151BD4CDD02A91C74B5AB4528C,DBF3A3E24C399410FF27F0617594FC5D,CMT,CSH,16.00,0.00,0.50,0.00,0.00,16.50,1,2013-01-16 07:56:31,2013-01-16 08:19:13,1,1361,2.70,-74.002365,40.729355,-73.974663,40.758518,
D8C67888B1DA5A1355613F4480187FB5,EB07D5E51BCA67919F9D937007A3BD48,CMT,CSH,29.00,0.00,0.50,0.00,4.80,34.30,1,2013-01-16 13:50:13,2013-01-16 14:17:19,2,1625,9.10,-73.863968,40.769764,-73.905060,40.824902,
8E5C86EFA5CCA9B79EE091E7537C998A,F93C32BBEA22DCE14573213BBC8733A9,CMT,CSH,52.00,0.00,0.50,0.00,4.80,57.30,2,2013-01-16 05:49:18,2013-01-16 06:20:24,2,1865,17.20,-73.982712,40.762768,-73.788109,40.641727,
095F8D42CA91224318DAB5683128E057,377C4D519397B25E18B9EEC7EC3E68D7,CMT,CSH,4.50,0.00,0.50,0.00,0.00,5.00,1,2013-01-14 11:35:01,2013-01-14 11:38:32,1,211,0.50,-73.987778,40.740894,-73.984192,40.747555,
084775ADB80872A2C6FB3974EFDAD89E,6C984452CB8B19715F361BBEBF3BFB54,CMT,CSH,6.50,0.00,0.50,0.00,0.00,7.00,1,2013-01-14 12:19:04,2013-01-14 12:27:02,3,478,0.80,-73.973312,40.757805,-73.984093,40.756889,
056B1897E6F7E590EDE29B9BF86CFCA1,4DAFAAFFD6ED6A7F675186CD85996E6B,CMT,CSH,32.00,0.00,0.50,0.00,0.00,32.50,1,2013-01-14 15:39:04,2013-01-14 16:09:57,1,1852,10.20,-73.789337,40.642162,-73.656487,40.686909,
0923CB4C0071D475AB0B4519B8B2F4F8,DDA9F40DDF674C605405057BBA3D9817,CMT,CSH,16.50,0.00,0.50,0.00,0.00,17.00,1,2013-01-14 06:35:36,2013-01-14 06:53:32,2,1076,4.80,-73.956093,40.767677,-73.942245,40.727764,
AF40AC081ED72F95208CF647E735EB93,B24464788E4E276B948D633FF3E68E68,CMT,CSH,5.00,0.50,0.50,0.00,0.00,6.00,1,2013-01-14 00:10:10,2013-01-14 00:13:46,1,215,0.90,-73.948715,40.782516,-73.944794,40.794189,
098A2DF806FA3D9AD49AFA1ADAD0E2FF,1F10ED3475F91307803CA92A525CE92C,CMT,CSH,22.50,0.00,0.50,0.00,0.00,23.00,1,2013-01-14 15:24:04,2013-01-14 15:58:04,2,2039,4.50,-73.980476,40.765102,-74.008957,40.711086,
098A2DF806FA3D9AD49AFA1ADAD0E2FF,1F10ED3475F91307803CA92A525CE92C,CMT,CSH,22.50,0.00,0.50,0.00,0.00,24.0,1,2013-01-14 15:24:04,2013-01-14 15:58:04,2,2039,4.50,-73.980476,40.765102,-74.008957,40.711086,
0923CB4C0071D475AB0B4519B8B2F4F8,DDA9F40DDF674C605405057BBA3D9817,CMT,CSH,17.50,0.00,0.50,0.00,0.00,18.00,1,2013-01-14 12:10:39,2013-01-14 12:29:52,2,1152,4.50,-73.996338,40.768059,-73.945366,40.774170,
82778F75BC6E686FD3C8A0E1F0397E37,1BE6C1EBCB8B094F97C868EA27E32EEA,CMT,CSH,7.50,0.00,0.50,0.00,0.00,8.00,1,2013-01-14 12:06:47,2013-01-14 12:12:40,1,353,1.60,-73.980011,40.770699,-73.961548,40.776066,
4E741EE72B3CD143CC5B5A59AD6A073D,DCE770B9495C3EB0C0D21F460182A293,CMT,CSH,12.00,0.00,0.50,0.00,0.00,12.50,1,2013-01-14 07:25:27,2013-01-14 07:38:30,1,782,2.80,-73.959389,40.774372,-73.985497,40.741859,
784E0104616B8F2116828DB1FF13452E,9796BB67955FE20BFCD308B1FA61636C,CMT,CSH,4.50,0.00,0.50,0.00,0.00,5.00,1,2013-01-14 14:32:28,2013-01-14 14:35:42,1,194,0.70,-73.979652,40.760578,-73.970306,40.761261,
82778F75BC6E686FD3C8A0E1F0397E37,1BE6C1EBCB8B094F97C868EA27E32EEA,CMT,CSH,6.50,0.00,0.50,0.00,0.00,7.00,1,2013-01-14 12:14:49,2013-01-14 12:21:41,1,412,0.90,-73.959053,40.775055,-73.967255,40.763382,
B7A16B1C396F4A5113257DDEB043D953,0F1AE9F06E02E3B46A532B4F175FF7C4,CMT,CSH,41.00,0.00,0.50,0.00,4.80,46.30,1,2013-01-14 12:31:47,2013-01-14 13:12:13,1,2426,12.40,-73.986755,40.760891,-73.866760,40.767815,
1118FCF33F43D9D5AD8D4EFA3663B740,C8291A2839A9BC74898CBB310F9A13D9,CMT,CSH,28.50,0.00,0.50,0.00,0.00,29.00,1,2013-01-14 07:34:39,2013-01-14 07:56:32,1,1312,8.90,-74.006279,40.733700,-73.943344,40.840481,
0331FE4690609ECF58AD5C24541CF8B6,F95A8235482DB4C3A11508A8D4896E40,CMT,CSH,10.50,0.00,0.50,0.00,0.00,11.00,1,2013-01-16 07:25:38,2013-01-16 07:37:48,1,729,2.00,-73.952110,40.773182,-73.972404,40.752243,
7CC2A5582252E9E83538E3E2596023AC,4A3FA73FBFBFC71F42827B1E38FEF96B,CMT,CSH,6.50,0.00,0.50,0.00,0.00,7.00,1,2013-01-16 14:22:53,2013-01-16 14:30:02,1,428,1.00,-73.998817,40.744759,-73.998199,40.756012,
BF0079F9117DFBDC6E5C7100B42E7E46,72FFC17A3F76196890993F59B5E26A77,CMT,CSH,8.50,0.00,0.50,0.00,0.00,9.00,1,2013-01-16 08:18:40,2013-01-16 08:28:09,1,568,1.50,-73.969582,40.764397,-73.987885,40.754227,
E12981FAE30ECE36EBB3A5A224D1915E,6337346841561876F7736F4A84E7CAE9,CMT,CSH,5.00,0.00,0.50,0.00,0.00,5.50,1,2013-01-16 14:26:59,2013-01-16 14:31:18,1,258,0.60,-73.958931,40.774799,-73.964897,40.766819,
1FD0D329C5E9AC86141FA598026BA8A5,F81CEC5E5EB9BB1BC2579CF82D525B65,CMT,CSH,14.50,0.00,0.50,0.00,0.00,15.00,1,2013-01-16 08:59:50,2013-01-16 09:18:47,1,1137,2.90,-73.993500,40.747349,-73.991798,40.715214,
41B20E70464B931E633A3A7A3E39F0D4,337E612661B8C60C847428B5E105E8BE,CMT,CSH,11.50,0.00,0.50,0.00,0.00,12.00,1,2013-01-16 08:02:56,2013-01-16 08:17:57,1,900,2.20,-73.961021,40.778011,-73.981377,40.752716,
2F9981E41303FD4674BD82D8FD855B46,291AD88DBBCCCDF3610C8F0163117EEB,CMT,CSH,6.00,0.00,0.50,0.00,0.00,6.50,1,2013-01-16 08:23:14,2013-01-16 08:29:10,1,356,0.90,0.000000,0.000000,0.000000,0.000000,
A8262FA0AFCB6C7229F6888EAFBDE076,1BDF89260FEF1AE6FDDE839A0278D31D,CMT,CSH,7.50,0.00,0.50,0.00,0.00,8.00,1,2013-01-16 11:43:54,2013-01-16 11:53:01,1,546,1.00,-73.957153,40.768215,-73.945221,40.773411,
5F9AEE099C16DD971E93CE1943D73B25,0B394FDD1BE648B78B25447013D793B0,CMT,CSH,6.00,0.00,0.50,0.00,0.00,6.50,1,2013-01-16 08:16:13,2013-01-16 08:21:17,1,304,1.10,-74.001335,40.746391,-73.988876,40.736626,
4728FA63A46613319446ED726626FED3,4A6C8D08FAB98E9C9B21399C5255EED0,CMT,CSH,16.50,0.00,0.50,0.00,0.00,17.00,1,2013-01-16 14:41:46.000,2013-01-16 15:06:51.000,1,1505,2.00,-73.962227,40.779087,-73.961243,40.756886,
A153217EB3C7B1E6B725C8C23637D148,90927FF1D5D15147C43BE2DD1A64F366,CMT,CSH,7.50,0.00,0.50,0.00,0.00,8.00,1,2013-01-16 14:29:39,2013-01-16 14:39:39,1,599,0.60,-73.974831,40.759014,-73.968903,40.759033,
B87ED7DBFF0A0F1A02BD383D35A22A4B,364D5BD0EA8F372A5B79E93C365761C4,CMT,CSH,16.50,0.00,0.50,0.00,0.00,17.00,1,2013-01-16 07:37:24,2013-01-16 07:54:37,1,1032,4.70,-74.008904,40.716084,-73.969246,40.765366,
B87ED7DBFF0A0F1A02BD383D35A22A4B,364D5BD0EA8F372A5B79E93C365761C4,CMT,CSH,6.50,0.00,0.50,0.00,0.00,7.00,1,2013-01-16 11:23:31,2013-01-16 11:32:16,1,525,0.60,-73.995384,40.739452,-73.989349,40.748013,
4EDC71F67BA064D909A800FECA3A77E0,C8A9581D1EAFE16D20C7B59F737E18D4,CMT,CSH,6.00,0.00,0.50,0.00,0.00,6.50,1,2013-01-16 09:01:34,2013-01-16 09:06:42,1,307,1.00,-73.958878,40.763699,-73.956322,40.775814,
50F66AF7213A5511FDDAEEBB99C04FF4,117800083C176A62B9EE2A99C2081155,CMT,CSH,19.00,0.00,0.50,0.00,0.00,19.50,1,2013-01-16 11:26:04,2013-01-16 11:51:05,1,1501,3.90,-73.934418,40.757126,-73.989632,40.752659,
BF55ABC1C429E66DF915B50CA8F72614,764F772ED9CA6A8A07C625266CAAD5A2,CMT,CSH,3.50,0.00,0.50,0.00,0.00,4.00,1,2013-01-16 12:43:42,2013-01-16 12:45:48,1,126,0.30,0.000000,0.000000,0.000000,0.000000,
B87ED7DBFF0A0F1A02BD383D35A22A4B,364D5BD0EA8F372A5B79E93C365761C4,CMT,CSH,8.00,1.00,0.50,0.00,0.00,9.50,1,2013-01-16 16:16:47,2013-01-16 16:27:50,1,663,1.00,-73.977524,40.761078,-73.964615,40.757942,
72215E6A9164BBF86B72F8EB1C5E080F,8B5D6BCA331DF8CC404994A036D85BF9,CMT,CSH,26.00,0.00,0.50,0.00,4.80,31.30,1,2013-01-16 10:09:26,2013-01-16 10:28:03,2,1117,8.90,-73.947876,40.770840,-73.864670,40.770229,
BF9FD47CB82BFBAF286ED29B6323D2DF,B81CE45B8D17BB0FC7E7012DC41FA27C,CMT,CSH,12.00,0.00,0.50,0.00,0.00,12.50,1,2013-01-16 14:42:28,2013-01-16 15:00:05,1,1056,2.00,-74.008263,40.742687,-73.989822,40.747730,
FE13CDF111CE4A3811F3E5D942BFD3B9,BAC511461590FAF7D7BB4C8F29C31AC5,CMT,CSH,5.00,0.00,0.50,0.00,0.00,5.50,1,2013-01-16 07:45:32,2013-01-16 07:50:34,2,302,0.60,-73.970360,40.760868,-73.974854,40.755192,
28DC9845C5DCFA751F0F77019B60A8AB,1CC3EF149D02CCF05FD13E7135699034,CMT,CSH,5.50,0.00,0.50,0.00,0.00,6.00,1,2013-01-16 14:05:29,2013-01-16 14:10:28,1,298,0.70,-73.964890,40.773361,-73.954575,40.767200,
