medallion,hack_license,vendor_id,payment_type,fare_amount,surcharge,mta_tax,tip_amount,tolls_amount,total_amount,rate_code,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,credit_card
56A5EF1E281BE223A97C0075F017ABED,7E71330DF27CCC7991EBDBAB899029AA,CMT,CRD,4.00,0.50,0.50,1.50,0.00,6.50,1,2013-01-11 21:31:54,2013-01-11 21:34:55,2,181,0.40,-73.959656,40.717953,-73.959465,40.714142,4540213626075145
BD3AD6CD972C3C266E4D520166C94E00,F385DB0E5AE2D7A1CFDA5BCE7FE4A9B2,CMT,CRD,5.50,0.50,0.50,1.00,0.00,7.50,1,2013-01-11 20:54:50,2013-01-11 20:59:04,1,254,0.90,-73.980988,40.774296,-73.968376,40.768055,4916591174463367
017E2086C5C6F72A346B608AAF54F960,959BCB438368B2FD4A144EB9416C617F,CMT,CRD,5.50,0.50,0.50,1.30,0.00,7.80,1,2013-01-11 20:54:58,2013-01-11 20:59:08,1,250,1.20,-73.963081,40.771748,-73.973618,40.782829,4716377659226699
1E26FB273E08FC0BE74B778FCB269202,88C76ADA068ED66B7E1EFD4B3103F599,CMT,CRD,6.00,0.50,0.50,1.00,0.00,8.00,1,2013-01-11 20:55:10,2013-01-11 21:02:02,1,406,0.60,0.000000,0.000000,0.000000,0.000000,4539636463720956
9DC9E6A87805440BC1222380A37626DA,9D79ACA6F12A844CC928559D59AECE7D,CMT,CRD,16.00,1.00,0.50,3.50,0.00,21.00,1,2013-01-11 19:06:02,2013-01-11 19:30:29,2,1466,2.40,-73.966194,40.768139,-73.992004,40.749107,
B1D3FEC8A5B44E81CED06096AA3E51B7,0A7592561A45C091BA2443777C6B29FD,CMT,CRD,8.50,0.50,0.50,1.00,0.00,10.50,1,2013-01-11 20:49:02,2013-01-11 20:59:22,2,620,1.70,-74.006844,40.735561,-73.984596,40.742390,5562730620187865
8B1E839B6A76E16B17F1A32235E3F7BA,D09E5ECE24FB31F2CFBF2DEFAD1A1534,CMT,CRD,9.50,0.50,0.50,2.10,0.00,12.60,1,2013-01-11 22:34:28,2013-01-11 22:45:38,1,669,2.20,-73.970802,40.760975,-73.984779,40.776764,4929954763551437
84ED62A4E91E7C1F49E6DB963A0FE24D,AAF4B62D620CBEAAA2D754C574366989,CMT,CRD,25.50,1.00,0.50,5.40,0.00,32.40,1,2013-01-11 19:38:50,2013-01-11 19:58:56,2,1205,8.50,-74.014763,40.718163,-73.958527,40.774906,346855770891869
F094B73859B51F89E44295779A26B950,BBD2377CA52D1587C1F697D13BEF70FD,VTS,CRD,11.00,0.00,0.50,2.20,0.00,13.70,1,2013-01-13 16:30:00,2013-01-13 16:43:00,1,780,0.23,-73.975761,40.760353,-73.984993,40.732239,5259223647698989
9E627782FF35E9C2426B997D2C20DA3F,ED3A7E9C15A035BF3E9023240C11E432,CMT,CSH,11.50,0.50,0.50,0.00,0.00,12.50,1,2013-01-03 21:57:21,2013-01-03 22:08:12,1,651,3.20,-73.980202,40.733910,-73.993576,40.762264,
2227678693D514292139C0018CC934E0,74E780B2FA25ADE1ED9C6A09A174E02B,CMT,CSH,6.00,0.00,0.50,0.00,0.00,6.50,1,2013-01-04 07:27:50,2013-01-04 07:32:54,1,304,1.00,-73.984032,40.769711,-73.979446,40.781673,
D9F2D9B8520157F35D92FE58FF672D0D,6E9A6A0524C00D0F21D09BFC844DAC1E,CMT,CSH,5.50,1.00,0.50,0.00,0.00,7.00,1,2013-01-04 19:17:36,2013-01-04 19:23:03,1,327,0.70,-73.976494,40.788689,-73.976723,40.780804,
9E627782FF35E9C2426B997D2C20DA3F,ED3A7E9C15A035BF3E9023240C11E432,CMT,CSH,5.50,0.50,0.50,0.00,0.00,6.50,1,2013-01-03 22:32:58,2013-01-03 22:36:35,1,216,0.90,-74.004700,40.742092,-74.002686,40.752052,
D9F2D9B8520157F35D92FE58FF672D0D,6E9A6A0524C00D0F21D09BFC844DAC1E,CMT,CSH,13.00,0.00,0.50,0.00,0.00,13.50,1,2013-01-04 08:28:04,2013-01-04 08:45:00,1,1015,2.70,-73.963188,40.762093,-73.994400,40.744465,
A8D627AFD6DED58EA1F9BCBB01256139,F5F866719D84BC9BA1338C20324F92D2,CMT,CSH,8.50,0.50,0.50,0.00,0.00,9.50,1,2013-01-03 20:37:06,2013-01-03 20:47:31,1,624,1.70,-73.981415,40.746380,-73.983780,40.760426,
2D500D51900664DAEEBE85095F5E1749,869B99962D4BB4A2A5E2C9A7612BF224,CMT,CSH,7.00,0.00,0.50,0.00,0.00,7.50,1,2013-01-03 13:24:49,2013-01-03 13:31:48,1,418,1.20,-73.967911,40.768524,-73.978996,40.777546,
FD11308CCE33827AD72E3038F3E059BC,20971C5254D64D6BDBD4177AA03E8347,CMT,CSH,5.00,0.00,0.50,0.00,0.00,5.50,1,2013-01-04 14:53:42,2013-01-04 14:57:02,1,199,0.90,-73.964172,40.792572,-73.959053,40.783325,
FD11308CCE33827AD72E3038F3E059BC,20971C5254D64D6BDBD4177AA03E8347,CMT,CSH,5.00,0.00,0.50,0.00,0.00,6.5,1,2013-01-04 14:53:42,2013-01-04 14:57:02,1,199,0.90,-73.964172,40.792572,-73.959053,40.783325,
41AF9F94EC51B3F5269E15F4E2D6307E,4E91837B5A2B87C68689A24C279FC8CA,CMT,CSH,7.00,0.00,0.50,0.00,0.00,7.50,1,2013-01-04 08:24:19,2013-01-04 08:31:46,1,446,1.00,-73.979080,40.736130,-73.988945,40.726913,
B1CF36E740BA0A7DBA1199FF693F6A25,9986B66D43EB23234F6549EA42CE14B0,CMT,CSH,4.00,0.00,0.50,0.00,0.00,4.50,1,2013-01-04 07:40:46.000,2013-01-04 07:43:02.000,1,135,0.70,-73.984879,40.767365,-73.989143,40.760387,
1CB76D8403B1BCF3F0213A165DD71990,F95E2CE6669863801FA134DFCD6849A1,CMT,CSH,13.50,1.00,0.50,0.00,0.00,15.00,1,2013-01-03 16:43:59,2013-01-03 17:01:16,1,1036,2.40,-73.976662,40.758923,-73.952446,40.782307,
B89BC80C5C28BA65F542BD7BC5EB6459,05AE99B8370916AAD99CE80FB89372D2,CMT,CSH,3.50,0.00,0.50,0.00,0.00,4.00,1,2013-01-03 09:01:55,2013-01-03 09:03:23,1,88,0.50,-73.970779,40.764568,-73.968285,40.770512,
4903686ECA27F778A21E715460CBA1A9,7D9A98BC51CF096C45BF719D4DAF1686,CMT,CSH,36.00,0.00,0.50,0.00,4.80,41.30,1,2013-01-03 12:03:01,2013-01-03 12:32:03,1,1741,11.60,0.000000,0.000000,0.000000,0.000000,
7237EC7ABD6114EDDC87A3AA846F8418,D52502537E2DF62C9BFFECF5A387E7E9,CMT,CSH,7.00,0.00,0.50,0.00,0.00,7.50,1,2013-01-03 09:14:34,2013-01-03 09:20:50,1,376,1.20,-73.978210,40.783405,-73.965790,40.774200,
7237EC7ABD6114EDDC87A3AA846F8418,D52502537E2DF62C9BFFECF5A387E7E9,CMT,CSH,7.00,0.00,0.50,0.00,0.00,8.5,1,2013-01-03 09:14:34,2013-01-03 09:20:50,1,376,1.20,-73.978210,40.783405,-73.965790,40.774200,
7237EC7ABD6114EDDC87A3AA846F8418,D52502537E2DF62C9BFFECF5A387E7E9,CMT,CSH,8.50,0.00,0.50,0.00,0.00,9.00,1,2013-01-03 15:19:03,2013-01-03 15:29:22,1,619,1.40,-73.962021,40.767776,-73.970848,40.752537,
C81E9D833297FB8AFCB989ADE47D3ED7,D9772C77D97C266EAB1DB2B5E80735DC,CMT,CSH,8.00,0.50,0.50,0.00,0.00,9.00,1,2013-01-02 21:40:46,2013-01-02 21:48:57,1,490,2.00,-73.982376,40.773876,-73.976585,40.749210,
C81E9D833297FB8AFCB989ADE47D3ED7,D9772C77D97C266EAB1DB2B5E80735DC,CMT,CSH,7.00,0.50,0.50,0.00,0.00,8.00,1,2013-01-02 22:14:53,2013-01-02 22:21:22,1,389,1.50,-73.990891,40.765949,-73.977600,40.753487,
C177B195CB6BB134A14FA39F956A9FA4,D6B1D95C0B14EE3979E54D824E5592E1,CMT,CSH,38.50,0.00,0.50,0.00,0.00,39.00,1,2013-01-01 06:02:32,2013-01-01 06:32:25,1,1793,13.10,-73.783546,40.648624,-73.993149,40.682865,
C177B195CB6BB134A14FA39F956A9FA4,D6B1D95C0B14EE3979E54D824E5592E1,CMT,CSH,32.00,0.00,0.50,0.00,0.00,32.50,1,2013-01-01 10:17:27,2013-01-01 10:38:30,1,1263,10.90,-73.862717,40.768925,-74.005859,40.727196,
E5957DD8A6AD73764D484DEA62B2CC30,9A720C318529AD08BCB04EF6420DE136,CMT,CSH,27.00,1.00,0.50,0.00,0.00,28.50,1,2013-01-02 19:29:20,2013-01-02 19:56:55,4,1655,7.80,-73.992157,40.750233,-73.909393,40.817303,
E5957DD8A6AD73764D484DEA62B2CC30,9A720C318529AD08BCB04EF6420DE136,CMT,CSH,15.00,1.00,0.50,0.00,0.00,16.50,1,2013-01-02 17:55:04,2013-01-02 18:14:37,1,1173,3.70,-73.987167,40.722614,-73.994095,40.763336,
B8406FA4A74A1A740590549BEDA1BA5F,B5BCB66CBBD83D9D1E84351D9D4B0EA3,CMT,CSH,10.50,1.00,0.50,0.00,0.00,12.00,1,2013-01-02 16:30:56,2013-01-02 16:42:14,3,678,2.50,-73.999176,40.733467,-73.986053,40.758804,
B8406FA4A74A1A740590549BEDA1BA5F,B5BCB66CBBD83D9D1E84351D9D4B0EA3,CMT,CSH,8.50,0.50,0.50,0.00,0.00,9.50,1,2013-01-02 23:05:13,2013-01-02 23:15:30,4,616,1.50,-73.981354,40.767879,-73.982697,40.755600,
7CE3331F078F5B68580C13F4A8AFA8EC,5A64C8F35C33FBAA33DB5AA3F4226DCB,CMT,CSH,7.50,0.00,0.50,0.00,0.00,8.00,1,2013-01-03 08:22:59,2013-01-03 08:33:01,1,601,0.30,-73.944221,40.835201,-73.948372,40.832127,
D472ED56226A942830E174B6012A8C5A,7B4259D082C3FC9DEA504DAF7C47EC7D,CMT,CSH,53.00,0.00,0.50,0.00,0.00,53.50,1,2013-01-03 10:03:17,2013-01-03 10:34:12,1,1854,19.30,-73.782333,40.644398,-73.941750,40.708591,
5CB1CA48A35E9A0A96A8066AAF65EEAA,C0B864B84F882EC54DA105006650E3EA,CMT,CSH,7.50,0.50,0.50,0.00,0.00,8.50,1,2013-01-02 20:18:02,2013-01-02 20:25:18,1,435,1.80,-73.981834,40.746422,-73.998871,40.729176,
11255D0D604A3A006072C57DE81D7ED2,F554ED01B1DA0828B956446E40231C46,CMT,CSH,5.50,1.00,0.50,0.00,0.00,7.00,1,2013-01-02 18:28:31,2013-01-02 18:33:47,1,315,0.60,-73.982300,40.768417,-73.982559,40.772877,
78ACFE28E50904DBE3145B501D37BC3A,C44D8EB78B8FBC548D81588A4E4C5155,CMT,CSH,6.00,0.00,0.50,0.00,0.00,6.50,1,2013-01-03 14:56:38,2013-01-03 15:03:20,1,401,0.80,-73.973694,40.756302,-73.963654,40.754559,
64D58FFD6E680C44A48E2481271DB328,2FC56667DFA08918B22BA89A089FAD41,CMT,CSH,8.50,0.00,0.50,0.00,0.00,9.00,1,2013-01-03 13:39:03,2013-01-03 13:48:45,1,581,1.60,-73.959091,40.781113,-73.974243,40.762447,
64D58FFD6E680C44A48E2481271DB328,2FC56667DFA08918B22BA89A089FAD41,CMT,CSH,7.00,0.00,0.50,0.00,0.00,7.50,1,2013-01-03 09:05:33,2013-01-03 09:12:23,1,409,1.30,-73.972321,40.786343,-73.959190,40.775986,
D02D681622E64A635DFB5975FEEF78B5,AF304BAEDEBDCF78F0806CD135718C86,CMT,CSH,5.50,0.00,0.50,0.00,0.00,6.00,1,2013-01-03 15:26:01,2013-01-03 15:30:28,1,267,0.90,-73.953011,40.791645,-73.961464,40.780186,
64D58FFD6E680C44A48E2481271DB328,2FC56667DFA08918B22BA89A089FAD41,CMT,CSH,5.00,0.00,0.50,0.00,0.00,5.50,1,2013-01-03 11:49:46,2013-01-03 11:53:24,1,218,0.60,-73.998650,40.724949,-74.000954,40.731842,
64D58FFD6E680C44A48E2481271DB328,2FC56667DFA08918B22BA89A089FAD41,CMT,CSH,4.00,0.00,0.50,0.00,0.00,4.50,1,2013-01-03 08:14:37,2013-01-03 08:17:06,1,148,0.50,-73.958519,40.775417,-73.962982,40.769447,
9B9C6067028494C2E47DA7FDFA39E506,E83330F2053683DE511F3ADDC8A10DB4,CMT,CSH,9.00,1.00,0.50,0.00,0.00,10.50,1,2013-01-02 19:21:24,2013-01-02 19:30:27,1,542,1.80,-73.996712,40.724049,-74.007401,40.706528,
87EE5A8CE5631B26E6E204DF48AC63A3,26C5EE01E3F3D24D53F910E8D566EEC1,CMT,CSH,22.00,0.50,0.50,0.00,0.00,23.00,1,2013-01-03 02:05:25,2013-01-03 02:22:36,1,1031,6.70,-73.976929,40.750736,-73.932182,40.707336,
87EE5A8CE5631B26E6E204DF48AC63A3,26C5EE01E3F3D24D53F910E8D566EEC1,CMT,CSH,3.50,0.50,0.50,0.00,0.00,4.50,1,2013-01-03 00:49:40,2013-01-03 00:51:19,2,98,0.30,-73.986870,40.764294,-73.983124,40.766911,
4C29708F492F052F2A536BDCA566475A,77481E1D42BECA28D41A713516D5A1F0,CMT,CSH,5.00,1.00,0.50,0.00,0.00,6.50,1,2013-01-02 17:22:32,2013-01-02 17:26:10,1,217,0.80,-73.967628,40.803112,-73.973839,40.792126,
7912D5502E04ADA602F63554B73C9D24,8C1D318CCC75B91ACBFC789715922449,CMT,CSH,52.00,0.00,0.50,0.00,4.80,57.30,2,2013-01-04 13:24:42,2013-01-04 14:09:15,1,2672,21.10,-73.785995,40.648090,-74.008728,40.707417,
7912D5502E04ADA602F63554B73C9D24,8C1D318CCC75B91ACBFC789715922449,CMT,CSH,52.00,0.00,0.50,0.00,4.80,58.3,2,2013-01-04 13:24:42,2013-01-04 14:09:15,1,2672,21.10,-73.785995,40.648090,-74.008728,40.707417,
5AA3183A9FBD7728C41A16B67D8D51B0,F61CA11B16F4F912AFF5721750E6EA1D,CMT,CSH,5.50,0.00,0.50,0.00,0.00,6.00,1,2013-01-04 13:13:11,2013-01-04 13:18:14,1,302,0.80,-74.001205,40.756966,-73.995667,40.753113,
ABFE1F1A063C3C04936640CB408C8A09,F929BBA4C4DC90F43FAE856084DDBF25,CMT,CSH,4.00,0.00,0.50,0.00,0.00,4.50,1,2013-01-04 10:02:11,2013-01-04 10:05:04,1,173,0.30,-73.963913,40.763893,-73.968590,40.761986,
00C5A3506A43039225E663CFD533B13A,BCDDBEDE0B2D6EB4BFE9C7F618C3D342,CMT,CSH,19.00,1.00,0.50,0.00,0.00,20.50,1,2013-01-03 19:14:10,2013-01-03 19:28:48,1,878,5.80,-74.016396,40.710766,-73.975594,40.749367,
7912D5502E04ADA602F63554B73C9D24,8C1D318CCC75B91ACBFC789715922449,CMT,CSH,52.00,0.00,0.50,0.00,4.80,57.30,2,2013-01-04 15:49:31,2013-01-04 16:34:38,1,2706,21.00,-73.791061,40.645409,-73.963394,40.764198,
3754EBE2ACE237E6CDAB59A2D2C2F2BC,86AD74CCEDACD74120F2F1C15D667F6F,CMT,CSH,8.50,0.00,0.50,0.00,0.00,9.00,1,2013-01-03 11:29:06,2013-01-03 11:39:33,2,626,1.40,-73.974678,40.792885,-73.953094,40.788719,
3CA1B03EE13A5D9227D8F75763F292D3,5FFCB9BB5B20474ED0894A90CB0E3958,CMT,CSH,13.00,0.00,0.50,0.00,0.00,13.50,1,2013-01-03 13:19:11,2013-01-03 13:31:23,1,731,3.50,-74.002823,40.733589,-73.986069,40.771488,
5448214EF432139F61EFD1F8C15030CB,45898708E1E873B640C79DE83F0091CF,CMT,CSH,12.00,0.00,0.50,0.00,0.00,12.50,1,2013-01-03 09:42:03,2013-01-03 09:56:11,2,848,2.60,-73.988823,40.745064,-74.009598,40.715096,
09DB0A922923E5C0EBDF09CF09C015B9,38F6C07A703D77B138FE970ACEA21DD8,CMT,CSH,11.00,1.00,0.50,0.00,0.00,12.50,1,2013-01-03 18:15:57,2013-01-03 18:31:50,2,952,1.40,-73.975456,40.765324,-73.995682,40.752995,
F00B25CEDA0EB6A1F96627312C23C434,95ED159D66BB0F6B2D7F5985ED962B54,CMT,CSH,9.50,1.00,0.50,0.00,0.00,11.00,1,2013-01-03 17:35:03.000,2013-01-03 17:46:16.000,1,673,1.80,-73.987396,40.738354,-73.967949,40.756176,
D43B49F583A5C87578671980D9CACC47,E2D6AB19855C9EF2F3A04F3377515388,CMT,CSH,12.50,1.00,0.50,0.00,0.00,14.00,1,2013-01-03 19:52:54,2013-01-03 20:07:44,2,889,2.50,0.000000,0.000000,0.000000,0.000000,
C816053CD8AA4A35231F5A9CD046D379,6D5AA2FA3833602A9764CE78B29178BE,CMT,CSH,17.00,0.50,0.50,0.00,0.00,18.00,1,2013-01-03 20:15:57,2013-01-03 20:30:10,1,853,4.80,-73.983223,40.771278,-74.014168,40.717617,
C816053CD8AA4A35231F5A9CD046D379,6D5AA2FA3833602A9764CE78B29178BE,CMT,CSH,17.00,0.50,0.50,0.00,0.00,19.0,1,2013-01-03 20:15:57,2013-01-03 20:30:10,1,853,4.80,-73.983223,40.771278,-74.014168,40.717617,
D72C164FE66ADFFFE94472B10DA5F9E3,87511560B98F6289718EAF3B42F060EE,CMT,CSH,6.00,0.00,0.50,0.00,0.00,6.50,1,2013-01-01 09:46:02,2013-01-01 09:50:46,1,283,1.20,-73.979736,40.767788,-73.976921,40.754845,
C1BF41E042F25C272C9D9089FD311E98,1931647946C3DDA1FF40AA447FF4F42C,CMT,CSH,19.00,0.00,0.50,0.00,0.00,19.50,1,2013-01-04 12:27:47.000,2013-01-04 12:47:36.000,1,1188,4.90,-73.986443,40.771580,-74.000069,40.723656,
A00F1F577EAFDCAB8D58785771E99F43,04A1540225BEEF98BABC630251C49A49,CMT,CSH,5.00,0.00,0.50,0.00,0.00,5.50,1,2013-01-04 11:23:16,2013-01-04 11:27:54,1,278,0.70,-73.991707,40.726044,-73.996140,40.732513,
30CF166057E8D156CE75CCF5604E9BEA,992DE98E64085948BE6DA9D3F0415A0F,CMT,CSH,33.50,0.00,0.50,0.00,0.00,34.00,1,2013-01-03 08:30:04,2013-01-03 08:59:29,2,1765,10.80,-73.781982,40.644753,-73.832642,40.759624,
7896788B80BC3AD1CC9A188414181C92,BE1A9BE9484EB11DB87ADBE72F64AFE5,CMT,CSH,13.50,0.00,0.50,0.00,0.00,14.00,1,2013-01-03 14:41:26.000,2013-01-03 14:59:54.000,2,1108,2.40,-73.979942,40.730255,-73.977501,40.757832,
BCEA088FEFF51FED896E75B966D95DDE,03D79F8DC2E949EA48D8C8D3D82A417C,CMT,CSH,15.00,1.00,0.50,0.00,0.00,16.50,1,2013-01-03 17:09:49,2013-01-03 17:26:20,1,990,3.80,-73.989944,40.754894,-73.951637,40.786060,
D2FC9D75530B8AFB55F02DBACAE7B252,0237EFE8B18CEDFEA8B59A03050E3685,CMT,CSH,5.00,1.00,0.50,0.00,0.00,6.50,1,2013-01-03 18:19:46,2013-01-03 18:25:01,2,314,0.60,-73.986908,40.753185,-73.977859,40.753056,
7E774AA3143A39C60C04522E849BEECB,AB48B77F619D074DB5BDD10BDE7A4CAB,CMT,CSH,39.00,0.50,0.50,0.00,0.00,40.00,1,2013-01-03 21:21:14,2013-01-03 21:49:42,1,1708,13.50,-73.971199,40.765083,-73.824989,40.682152,
FD47D67E74F68317A4D37399A68A8FA7,585BD02B872E4B3308DE023AB8E792AA,CMT,CSH,6.50,0.00,0.50,0.00,0.00,7.00,1,2013-01-03 11:27:03,2013-01-03 11:33:14,2,371,0.90,-73.991211,40.727440,-74.003059,40.733616,
D23717765C6926E46BC0A0B5EDA361C5,0DAA4847AAD66D30DF84D78285033A0E,CMT,CSH,5.50,0.00,0.50,0.00,0.00,6.00,1,2013-01-04 13:33:50,2013-01-04 13:38:52,1,301,0.80,-73.952759,40.776810,-73.953560,40.767147,
9444073A6CBD9733753EC81660F50A10,FA0670B2A7F8E9B5A1E6BC055658414B,CMT,CSH,4.50,0.00,0.50,0.00,0.00,5.00,1,2013-01-04 14:40:52,2013-01-04 14:43:08,1,135,0.70,-74.005775,40.745197,-73.999336,40.754200,
851150F6C33767D8CC8B698B8C1FB26A,11CFD6221F5E16ACC081C96CEFC6718F,CMT,CSH,4.50,0.00,0.50,0.00,0.00,5.00,1,2013-01-03 12:10:47,2013-01-03 12:14:06,1,199,0.40,-73.977966,40.752476,-73.986160,40.755730,
272631E8055D7C35EFBFA8E21EF2F7D7,83E6BFC56001DBF6F167D53C82981C3D,CMT,CSH,5.50,0.00,0.50,0.00,0.00,6.00,1,2013-01-03 14:31:45,2013-01-03 14:36:25,1,280,0.80,-73.987793,40.755337,-73.983795,40.765366,
81742735773691BEB8C7994A95276B83,6C45C472B840EF487EC536AF0FEFA690,CMT,CSH,6.00,1.00,0.50,0.00,0.00,7.50,1,2013-01-02 18:02:18,2013-01-02 18:07:16,1,297,1.10,-73.952492,40.780685,-73.955887,40.769314,
AC942709D90ACD2464E1544612562240,1F60B3841D8B04A176FA02EB7FD29CFE,CMT,CSH,9.50,0.00,0.50,0.00,0.00,10.00,1,2013-01-01 13:20:30,2013-01-01 13:29:10,1,520,2.30,-73.972618,40.744972,-73.969170,40.765923,
1D7099A01D8D93FC4058134B90A7436A,D1D88D03809BAD4DADB009519A886C34,CMT,CSH,8.00,0.00,0.50,0.00,0.00,8.50,1,2013-01-01 09:04:17,2013-01-01 09:11:17,1,420,1.60,-73.961639,40.798672,-73.940498,40.805595,
A5860BEA017622B40E52E404E5533BDE,4921F1490B4424A4A531CB90B19CF299,CMT,CSH,3.50,0.00,0.50,0.00,0.00,4.00,1,2013-01-04 08:50:13,2013-01-04 08:52:13,1,119,0.40,-73.993698,40.729271,-73.993034,40.733814,
F1AA184A7698A6F6E074221EBB3E41A8,DCEDE3F64FA3AFA917863355DEE19F00,CMT,NOC,2.50,0.50,0.50,0.00,0.00,3.50,1,2013-01-03 23:28:37,2013-01-03 23:29:22,1,45,0.50,-73.993362,40.722530,-73.993660,40.721458,
7CCB71FC4ECA7C708C1EC3F17AE0591E,89D08409C8C139C1FD375F651CF2BA32,CMT,CSH,5.50,0.00,0.50,0.00,0.00,6.00,1,2013-01-03 14:25:07,2013-01-03 14:29:59,1,291,0.80,-74.002502,40.725063,-73.999359,40.733810,
72F7B62BD9CAAFC2FB1531D1DCC16DE7,B727725E26B56CE4E2D90A7F38BFC373,CMT,CSH,13.50,0.00,0.50,0.00,0.00,14.00,1,2013-01-04 11:09:36,2013-01-04 11:23:17,1,820,3.20,-73.939522,40.841591,-73.968155,40.800220,
F417583A963A40EC428862D772910E15,54D9CD96CDEEE6AE69999E12FBCC9053,CMT,CSH,15.00,0.00,0.50,0.00,0.00,15.50,1,2013-01-04 15:12:53,2013-01-04 15:30:47,4,1073,3.60,-73.959137,40.783295,-73.996712,40.752926,
EA81B879BD3988347B38D820C3B5FA64,BDB8C9A76A62A72CB7789AF1B13CDCB4,CMT,CSH,6.00,0.00,0.50,0.00,0.00,6.50,1,2013-01-04 08:37:17,2013-01-04 08:42:17,1,299,1.20,-74.016136,40.706043,-74.010330,40.721035,
4E3FCCEDD9149C3AE6073326DECFD5F0,6741D2C7C89C10A2A09E0920815AB83F,CMT,CSH,13.50,0.00,0.50,0.00,0.00,14.00,1,2013-01-03 10:51:25,2013-01-03 11:08:35,2,1030,2.90,-74.005890,40.725632,-73.978226,40.762627,
0569F84408A7FEC019A30D743C3E8420,38463EBA822A6CFE0CA8D02A0B4FFCEF,CMT,CSH,6.50,0.00,0.50,0.00,0.00,7.00,1,2013-01-04 14:14:25,2013-01-04 14:21:14,1,409,0.70,-73.965797,40.771713,-73.973778,40.764469,
